cid,gender,R,F,M,k-means
2015S828989,M,12,1,1360,2
2015S829017,M,397,4,5318,3
2015S829057,M,594,1,493,1
2015S829065,F,396,1,2318,3
2015S829081,M,181,4,6854,0
2015S832145,F,586,1,988,1
2015S832217,F,475,1,520,3
2015S832253,F,17,3,4080,2
2015S832325,M,117,12,33477,2
2015S832465,M,40,3,3372,2
2015S832477,M,432,1,986,3
2015S832557,F,629,2,3576,1
2015S832597,F,208,1,1560,0
2015S832629,M,188,2,4158,0
2015S832749,F,118,2,1415,2
2015S833021,M,268,1,38,0
2015S833077,F,452,1,998,3
2015S833113,F,236,1,680,0
2015S836141,F,501,1,780,3
2015S836241,F,625,2,1459,1
2015S836257,F,620,1,878,1
2015S836329,F,251,2,1548,0
2015S836345,M,82,7,8902,2
2015S836361,F,200,10,10214,0
2015S836513,M,422,2,2849,3
2015S840053,F,55,1,593,2
2015S840073,F,580,1,1560,1
2015S840181,M,201,1,229,0
2015S840197,M,360,1,539,3
2015S840465,M,377,2,3478,3
2015S840497,M,307,1,998,0
2015S844069,F,32,15,34757,2
2015S844177,M,212,2,3182,0
2015S844181,F,67,1,2520,2
2015S844197,M,354,5,8524,3
2015S844277,M,12,1,150,2
2015S844293,M,73,5,6918,2
2015S844305,M,490,1,588,3
2015S844445,F,139,1,680,2
2015S844521,M,14,2,1678,2
2015S844557,F,185,2,2730,0
2015S844621,M,153,5,6069,2
2015S844677,M,292,2,1692,0
2015S848285,F,506,3,6240,1
2015S848329,M,479,1,3192,3
2015S848477,M,221,3,2789,0
2015S848485,M,587,1,499,1
2015S848581,M,519,2,3059,1
2015S848673,F,247,1,680,0
2015S848733,M,451,2,4119,3
2015S848757,F,131,5,5778,2
2015S852101,M,286,1,1979,0
2015S852353,M,17,2,1075,2
2015S852377,M,381,1,998,3
2015S852409,M,530,1,3258,1
2015S852473,F,416,1,580,3
2015S856125,F,293,1,150,0
2015S856301,F,82,2,3141,2
2015S856345,F,110,3,4472,2
2015S856529,M,346,1,1380,3
2015S856609,M,575,1,680,1
2015S856613,F,545,3,3450,1
2015S856621,M,484,1,1299,3
2015S856777,F,308,3,720,0
2015S856829,M,279,1,998,0
2015S856857,M,139,5,4555,2
2015S856885,M,668,1,3297,1
2015S856917,F,216,1,1290,0
2015S857045,M,609,2,2126,1
2015S857141,F,293,1,593,0
2015S857261,M,152,1,689,2
2015S857321,M,302,2,5894,0
2015S860093,M,553,1,1180,1
2015S860337,F,664,1,150,1
2015S860417,F,125,1,998,2
2015S860641,M,615,1,1617,1
2015S860729,F,342,2,956,3
2015S860805,F,22,11,39430,2
2015S860889,F,20,4,28353,2
2015S860977,M,13,2,3902,2
2015S861157,M,311,2,6611,0
2015S861257,F,260,2,4358,0
2015S864265,F,104,6,8647,2
2015S864285,M,467,1,520,3
2015S864401,M,174,1,1148,0
2015S864653,M,458,1,150,3
2015S864713,M,231,1,1380,0
2015S864869,M,124,4,5315,2
2015S864957,F,404,1,249,3
2015S864973,F,650,1,1560,1
2015S864977,F,215,3,3950,0
2015S865157,F,246,1,1380,0
2015S865213,F,580,1,2760,1
2015S865221,M,420,1,680,3
2015S865249,F,295,1,1560,0
2015S868161,F,113,2,6401,2
2015S868245,M,375,1,1170,3
2015S868281,M,528,1,689,1
2015S868437,M,21,1,680,2
2015S868473,F,356,1,998,3
2015S868509,F,324,2,1919,0
2015S868529,M,27,2,5358,2
2015S868717,F,503,1,680,3
2015S868721,F,196,2,2250,0
2015S868765,M,562,1,1280,1
2015S868877,M,643,1,289,1
2015S868937,M,26,4,7269,2
2015S868965,M,97,1,998,2
2015S872401,F,188,1,1795,0
2015S876085,M,561,1,680,1
2015S876121,F,621,1,493,1
2015S876445,F,368,2,2689,3
2015S876469,F,398,1,3799,3
2015S876501,F,274,1,499,0
2015S876505,F,158,3,3651,0
2015S876593,M,289,1,1239,0
2015S876617,M,7,7,8988,2
2015S876649,M,258,2,670,0
2015S876653,F,180,1,1323,0
2015S876693,M,619,1,1099,1
2015S876705,F,623,1,2898,1
2015S880141,M,438,1,1996,3
2015S880373,F,635,1,680,1
2015S880637,M,305,1,2918,0
2015S880649,F,571,1,680,1
2015S884073,M,331,3,3040,0
2015S884101,M,267,2,2119,0
2015S884257,M,509,1,1560,1
2015S884417,M,521,1,999,1
2015S884485,F,582,2,2760,1
2015S884565,F,19,6,12686,2
2015S888097,F,192,1,1080,0
2015S888157,M,234,1,999,0
2015S888357,M,552,1,799,1
2015S888425,F,112,1,999,2
2015S888489,M,40,1,1979,2
2015S888573,M,629,1,3040,1
2015S888709,F,141,2,3539,2
2015S888733,M,16,6,6539,2
2015S892057,M,173,5,8740,0
2015S892061,F,631,1,1239,1
2015S892109,F,95,2,4320,2
2015S892153,M,639,1,450,1
2015S892161,M,620,1,988,1
2015S892185,F,100,2,1145,2
2015S892341,F,33,3,3051,2
2015S892517,F,348,1,998,3
2015S892533,F,466,1,588,3
2015S892549,F,13,4,5520,2
2015S892569,M,72,2,1773,2
2015S892581,F,124,2,1300,2
2015S892641,F,137,7,19176,2
2015S892665,F,552,1,1950,1
2015S892677,M,236,2,1960,0
2015S896081,F,394,1,1290,3
2015S896097,F,87,1,689,2
2015S896281,M,188,2,2675,0
2015S896341,M,105,4,7569,2
2015S896365,M,372,2,3266,3
2015S896397,F,610,1,1099,1
2015S896417,F,646,1,3558,1
2015S900165,F,628,1,2598,1
2015S900385,F,214,5,24150,0
2015S900453,F,161,8,12348,0
2015S900565,M,297,5,9838,0
2015S900601,M,493,1,988,3
2015S900629,F,393,1,150,3
2015S904085,F,45,4,3818,2
2015S904113,M,390,1,660,3
2015S904121,F,543,2,2153,1
2015S904321,F,495,3,4060,3
2015S904373,F,592,1,1380,1
2015S904441,F,440,1,2080,3
2015S904469,M,280,1,1199,0
2015S904481,M,196,6,9555,0
2015S904485,F,320,1,1869,0
2015S904513,M,583,1,1399,1
2015S908069,M,283,4,7652,0
2015S908113,M,253,4,10003,0
2015S908133,M,193,3,6400,0
2015S908241,F,228,1,680,0
2015S908249,M,209,4,5140,0
2015S908321,M,46,18,17257,2
2015S908441,M,493,1,1080,3
2015S908457,M,238,1,1998,0
2015S908497,F,277,1,2378,0
2015S908569,M,110,1,1080,2
2015S908609,F,419,1,2393,3
2015S912113,M,467,1,520,3
2015S912121,F,114,4,5520,2
2015S912253,M,123,3,9561,2
2015S912361,F,489,1,2386,3
2015S912369,M,20,9,8641,2
2015S912381,F,111,1,150,2
2015S912445,M,105,5,6727,2
2015S912561,M,216,2,1539,0
2015S912581,F,257,1,559,0
2015S912617,F,173,3,2509,0
2015S912645,F,166,3,5130,0
2015S912673,F,192,1,1980,0
2016S1204117,M,66,1,339,2
2016S1204137,F,18,1,38,2
2016S1204181,M,2,3,5138,2
2016S1204209,M,18,37,45269,2
2016S1204321,F,94,3,1879,2
2016S1204521,F,464,1,1380,3
2016S1208081,M,11,2,4536,2
2016S1208109,F,235,3,4059,0
2016S1208169,F,336,1,1080,3
2016S1208185,F,593,1,150,1
2016S1212065,F,211,4,5098,0
2016S1212085,M,83,4,11528,2
2016S1212161,F,222,8,8174,0
2016S1212209,F,509,1,680,1
2016S1212217,M,35,4,6536,2
2016S1212221,F,17,5,1761,2
2016S1212285,M,536,1,880,1
2016S1212297,M,574,1,1018,1
2016S1212325,F,27,1,1996,2
2016S1212393,F,236,3,4165,0
2016S1216053,F,505,1,780,1
2016S1216061,F,83,2,2760,2
2016S1216081,F,357,1,4680,3
2016S1216105,M,71,3,4056,2
2016S1216229,M,6,1,1080,2
2016S1216341,F,304,1,699,0
2016S1220057,F,446,2,4140,3
2016S1220093,M,352,1,219,3
2016S1220117,F,433,1,1560,3
2016S1220129,F,203,1,2580,0
2016S1220165,F,546,1,988,1
2016S1220189,F,175,2,2847,0
2016S1220193,F,646,1,1099,1
2016S1220245,M,49,5,5475,2
2016S1220249,F,503,1,520,3
2016S1220265,F,81,3,4479,2
2016S1220337,M,128,5,5905,2
2016S1220345,M,170,1,1998,0
2016S1220425,M,365,1,999,3
2016S1220481,M,530,1,1380,1
2016S1220537,F,270,1,1380,0
2016S1220581,F,123,6,8905,2
2016S1220657,F,460,1,659,3
2016S1220665,M,664,1,1099,1
2016S1220721,M,226,1,219,0
2016S1224053,F,447,2,2775,3
2016S1224061,M,109,3,4017,2
2016S1224101,M,211,2,2580,0
2016S1224117,M,229,1,999,0
2016S1224481,F,428,1,1040,3
2016S1224509,F,151,1,1660,2
2016S1224517,M,392,1,1680,3
2016S1224521,M,105,3,5680,2
2016S1224581,F,312,1,870,0
2016S1224689,M,578,1,1429,1
2016S1228085,F,293,1,1199,0
2016S1228105,F,192,3,4762,0
2016S1228229,M,26,2,2760,2
2016S1232065,M,570,1,1080,1
2016S1232109,F,92,7,15311,2
2016S1232153,F,324,2,1511,0
2016S1232189,M,306,2,2980,0
2016S1232265,M,507,1,1080,1
2016S1232273,M,57,9,10593,2
2016S1232313,M,466,1,880,3
2016S1232445,F,503,1,780,3
2016S1236157,F,111,1,1209,2
2016S1236385,M,436,2,2038,3
2016S1240121,F,23,1,450,2
2016S1240193,M,180,2,1192,0
2016S1240237,F,521,1,1170,1
2016S1240273,F,293,2,6102,0
2016S1240289,M,572,1,2760,1
2016S1244065,F,555,1,1280,1
2016S1244069,M,88,3,3546,2
2016S1244109,F,300,1,299,0
2016S1244149,M,360,2,2070,3
2016S1244201,M,574,2,2060,1
2016S1244205,F,308,1,2331,0
2016S1244305,M,200,2,6210,0
2016S1244353,M,79,4,870,2
2016S1244385,M,32,1,1295,2
2016S1248073,M,417,1,1428,3
2016S1248121,F,148,1,1998,2
2016S1248293,F,196,3,4530,0
2016S1248353,M,503,1,1518,3
2016S1248357,F,195,2,2070,0
2016S1248361,M,322,2,4500,0
2016S1248389,F,441,2,2080,3
2016S1248477,M,283,2,5836,0
2016S1248689,M,449,1,2080,3
2016S1252057,M,576,1,1280,1
2016S1252125,F,146,1,1299,2
2016S1252161,F,13,3,3535,2
2016S1252285,M,563,1,780,1
2016S1252397,F,649,1,1099,1
2016S1252409,F,40,1,300,2
2016S1252437,F,70,2,7239,2
2016S1252441,M,578,1,799,1
2016S1252577,F,468,1,1760,3
2016S1252661,F,315,2,1950,0
2016S1252721,M,580,3,9760,1
2016S1252753,M,559,1,2160,1
2016S1252801,F,26,3,4140,2
2016S1252805,M,129,4,6828,2
2016S1252817,F,154,1,600,2
2016S1252917,M,490,1,1560,3
2016S1256053,F,437,1,1996,3
2016S1256089,F,52,3,1851,2
2016S1256121,M,157,1,689,0
2016S1256137,F,297,1,559,0
2016S1256177,M,182,4,7594,0
2016S1256197,F,665,1,520,1
2016S1256213,F,604,1,1680,1
2016S1256305,M,478,1,520,3
2016S1256357,M,362,3,3450,3
2016S1256389,M,666,1,379,1
2016S1256417,M,73,4,15398,2
2016S1260057,M,284,2,2144,0
2016S1260061,M,129,7,12680,2
2016S1260169,F,51,8,17077,2
2016S1260257,F,600,1,229,1
2016S1260261,M,305,1,2356,0
2016S1260289,M,219,6,17940,0
2016S1260377,F,18,4,6673,2
2016S1260385,M,306,1,2450,0
2016S1264189,F,50,3,1724,2
2016S1264237,M,424,1,520,3
2016S1264317,F,9,9,17256,2
2016S1264321,F,592,2,1750,1
2016S1264385,M,141,1,35,2
2016S1264393,M,206,1,2580,0
2016S1264437,F,573,8,13414,1
2016S1264485,F,19,10,27346,2
2016S1264533,M,576,1,1380,1
2016S1268065,F,107,3,8750,2
2016S1268085,F,377,4,7349,3
2016S1268157,M,79,4,6110,2
2016S1268177,F,184,3,2338,0
2016S1268193,F,432,3,2320,3
2016S1268225,F,23,8,15694,2
2016S1268253,F,12,7,18429,2
2016S1268261,F,374,3,4140,3
2016S1268305,M,228,3,4921,0
2016S1268317,F,571,1,1860,1
2016S1268361,M,193,3,3581,0
2016S1268437,F,163,2,2160,0
2016S1272137,F,560,2,1773,1
2016S1272221,F,248,3,1758,0
2016S1272225,F,656,1,1099,1
2016S1272229,M,535,2,2498,1
2016S1272265,M,363,1,998,3
2016S1272337,F,579,1,1280,1
2016S1272377,M,211,4,20383,0
2016S1272385,M,433,1,1460,3
2016S1272393,M,418,1,1360,3
2016S1272429,M,226,3,4918,0
2016S1276185,F,50,1,1380,2
2016S1276237,F,338,1,999,3
2016S1276269,M,223,8,20868,0
2016S1276321,F,657,1,809,1
2016S1276345,M,361,1,2318,3
2016S1276405,F,217,3,2738,0
2016S1276457,M,466,1,249,3
2016S1276577,F,428,1,520,3
2016S1276597,F,623,1,878,1
2016S1280117,M,211,1,690,0
2016S1280121,F,512,1,780,1
2016S1280205,F,7,1,2580,2
2016S1280249,F,215,1,1864,0
2016S1280265,M,593,1,1680,1
2016S1280285,M,108,2,1998,2
2016S1280345,F,185,2,2570,0
2016S1280365,F,23,3,2158,2
2016S1280493,F,210,5,38972,0
2016S1280549,F,6,2,12900,2
2016S1284065,M,27,5,8569,2
2016S1284145,F,615,1,1099,1
2016S1284149,F,74,4,2805,2
2016S1284173,F,476,1,903,3
2016S1284201,F,437,2,2406,3
2016S1288161,F,579,1,1520,1
2016S1288221,F,392,1,1290,3
2016S1288277,F,138,1,1360,2
2016S1288329,F,460,1,493,3
2016S1288341,M,216,1,1290,0
2016S1288357,F,570,1,1280,1
2016S1288373,F,358,1,1380,3
2016S1288429,M,500,1,580,3
2016S1288453,M,377,1,1380,3
2016S1292177,F,592,1,998,1
2016S1292249,M,14,1,689,2
2016S1292257,F,356,1,660,3
2016S1296069,F,1,12,45441,2
2016S1296201,M,273,1,1085,0
2016S1296241,F,595,2,6108,1
2016S1296249,M,492,2,2676,3
2016S1296293,M,135,5,8534,2
2016S1300057,F,207,5,20030,0
2016S1300237,F,434,1,1598,3
2016S1300281,M,566,1,680,1
2016S1304061,M,468,1,880,3
2016S1304069,M,602,1,1680,1
2016S1304073,M,573,1,2079,1
2016S1304101,F,75,2,1086,2
2016S1304165,F,657,1,3040,1
2016S1304205,M,232,1,3360,0
2016S1304249,F,4,4,6138,2
2016S1304269,F,657,1,1560,1
2016S1304301,F,195,4,6138,0
2016S1304309,F,179,4,5564,0
2016S1304333,F,237,1,1997,0
2016S1304381,M,14,11,12273,2
2016S1304393,M,236,1,2318,0
2016S1304473,M,191,2,6420,0
2016S1304569,F,567,1,493,1
2016S1308285,M,171,1,1290,0
2016S1308289,M,489,1,3378,3
2016S1308321,F,55,10,12601,2
2016S1308349,F,205,1,1378,0
2016S1308377,M,454,1,699,3
2016S1308385,F,492,2,1560,3
2016S1308557,F,509,1,998,1
2016S1308677,M,338,3,4438,3
2016S1312069,F,195,2,2760,0
2016S1312101,F,88,14,29507,2
2016S1312105,M,219,1,1229,0
2016S1312145,F,80,3,8590,2
2016S1312165,F,57,1,5550,2
2016S1312305,M,541,2,1086,1
2016S1312397,F,129,3,4680,2
2016S1312433,M,604,2,1879,1
2016S1312453,F,288,1,300,0
2016S1312469,M,647,2,998,1
2016S1316069,M,99,5,4191,2
2016S1316081,F,649,1,1160,1
2016S1316093,M,248,8,37481,0
2016S1316105,F,83,6,9854,2
2016S1316317,F,384,1,2580,3
2016S1320065,M,490,1,999,3
2016S1320089,F,567,1,1380,1
2016S1320181,M,367,3,5129,3
2016S1320185,M,135,2,2070,2
2016S1320197,F,427,1,998,3
2016S1320201,M,657,1,1560,1
2016S1320249,F,144,5,5721,2
2016S1320313,M,475,3,2856,3
2016S1320349,F,485,1,1170,3
2016S1320381,F,457,1,2994,3
2016S1324081,F,568,1,929,1
2016S1324097,F,149,5,10518,2
2016S1324117,M,48,1,1380,2
2016S1324157,M,289,3,7049,0
2016S1324185,M,366,4,2338,3
2016S1324377,F,107,8,10687,2
2016S1604065,M,252,6,12949,0
2016S1604073,M,647,1,988,1
2016S1604129,F,368,1,1998,3
2016S1604169,F,587,1,986,1
2016S1604205,F,628,1,1976,1
2016S1604233,M,188,1,1509,0
2016S1604245,F,401,1,680,3
2016S1604297,M,384,1,539,3
2016S1604305,M,200,5,8830,0
2016S1604329,F,34,7,11040,2
2016S1604341,F,410,4,2720,3
2016S1604349,M,176,1,1290,0
2016S1604393,M,517,1,1160,1
2016S1604417,F,145,2,6974,2
2016S1604441,F,612,1,880,1
2016S1604497,M,538,1,439,1
2016S1604585,M,570,1,799,1
2016S1608069,M,124,7,10272,2
2016S1608109,M,90,1,1996,2
2016S1608117,M,215,1,1290,0
2016S1608169,F,82,1,29,2
2016S1608285,F,540,1,1520,1
2016S1608357,M,9,2,444,2
2016S1608397,M,575,1,1520,1
2016S1608425,M,624,1,1976,1
2016S1608481,M,573,1,1330,1
2016S1608517,F,489,1,229,3
2016S1608597,M,89,6,8761,2
2016S1608641,M,425,1,520,3
2016S1608673,F,19,2,5160,2
2016S1608705,M,120,6,6320,2
2016S1608749,M,287,1,593,0
2016S1608853,F,60,5,3969,2
2016S1608897,F,211,5,14404,0
2016S1612217,M,117,1,999,2
2016S1612253,M,535,1,1380,1
2016S1612285,M,397,2,2826,3
2016S1612329,M,61,2,1451,2
2016S1612401,M,181,1,593,0
2016S1612405,M,145,2,749,2
2016S1612413,M,305,2,928,0
2016S1612557,M,448,1,2574,3
2016S1612633,F,152,2,3900,2
2016S1612713,F,48,1,1170,2
2016S1612761,F,206,2,6450,0
2016S1612773,M,473,1,493,3
2016S1612837,M,564,7,7955,1
2016S1612853,F,601,6,4426,1
2016S1612857,M,247,1,1380,0
2016S1616057,F,217,3,4152,0
2016S1616129,M,48,4,9747,2
2016S1616153,F,74,6,4357,2
2016S1616321,F,4,3,3532,2
2016S1616329,F,564,1,680,1
2016S1616389,M,507,1,588,1
2016S1616509,F,215,4,4693,0
2016S1616785,F,271,2,568,0
2016S1616833,F,351,2,1299,3
2016S1616865,M,2,27,35058,2
2016S1616925,M,241,3,6900,0
2016S1616945,M,377,1,1680,3
2016S1620101,F,12,2,2580,2
2016S1620129,F,567,1,680,1
2016S1620161,F,180,1,1380,0
2016S1620189,M,476,1,780,3
2016S1620405,F,405,1,2360,3
2016S1620433,F,91,1,1186,2
2016S1620473,M,366,1,2580,3
2016S1620525,M,243,4,7816,0
2016S1620577,F,378,1,660,3
2016S1620581,F,533,2,4982,1
2016S1620629,M,130,2,3264,2
2016S1620753,F,231,6,7906,0
2016S1620757,M,194,2,5140,0
2016S1620785,M,652,1,988,1
2016S1620821,M,202,2,1449,0
2016S1620825,M,185,1,1290,0
2016S1620829,M,84,2,4520,2
2016S1620865,F,510,2,1960,1
2016S1620869,F,156,4,6240,2
2016S1620873,M,153,1,689,2
2016S1620881,M,173,5,3121,0
2016S1624089,F,170,2,1459,0
2016S1624109,F,126,5,7180,2
2016S1624193,F,324,2,899,0
2016S1624213,F,610,2,3147,1
2016S1624313,M,35,1,1398,2
2016S1624349,F,125,2,2279,2
2016S1624373,M,391,1,880,3
2016S1624417,F,235,2,2495,0
2016S1624441,M,386,2,1837,3
2016S1628053,M,70,1,105,2
2016S1628093,M,642,1,499,1
2016S1628253,M,555,1,1520,1
2016S1628289,M,541,1,880,1
2016S1628293,M,101,5,9063,2
2016S1628317,M,480,1,289,3
2016S1632101,F,308,1,289,0
2016S1632109,F,21,4,6248,2
2016S1632229,F,593,1,1380,1
2016S1632273,F,233,1,1170,0
2016S1632349,M,76,1,1560,2
2016S1636133,F,558,1,1280,1
2016S1636373,F,188,6,6416,0
2016S1636465,F,7,3,4110,2
2016S1636493,M,30,2,3700,2
2016S1636585,M,10,4,7730,2
2016S1636589,M,649,1,1560,1
2016S1640073,F,431,4,4820,3
2016S1640145,M,159,1,458,0
2016S1640325,F,22,3,12890,2
2016S1640345,F,57,1,458,2
2016S1640433,M,207,1,2580,0
2016S1640465,F,574,1,680,1
2016S1640501,M,195,1,2580,0
2016S1640533,M,557,1,5520,1
2016S1640545,M,631,1,229,1
2016S1640617,M,86,6,5197,2
2016S1644053,F,525,1,1380,1
2016S1644065,F,274,1,3040,0
2016S1644077,M,374,1,1380,3
2016S1644097,F,86,1,998,2
2016S1644105,M,70,3,5309,2
2016S1644217,M,75,8,13135,2
2016S1644253,M,198,1,1290,0
2016S1644265,F,393,1,1290,3
2016S1644301,F,456,2,2880,3
2016S1644333,F,390,1,1290,3
2016S1648069,F,482,1,938,3
2016S1648073,F,27,4,1713,2
2016S1648133,F,208,1,1290,0
2016S1648141,F,222,3,600,0
2016S1648245,F,416,1,270,3
2016S1652069,F,53,1,2760,2
2016S1652169,F,204,9,14118,0
2016S1652177,M,545,1,1170,1
2016S1652181,F,269,1,1997,0
2016S1652189,F,206,2,5160,0
2016S1652289,F,368,1,2580,3
2016S1652313,F,20,4,16890,2
2016S1652341,F,89,2,570,2
2016S1652413,M,130,2,2040,2
2016S1652509,M,31,2,1498,2
2016S1652541,M,507,1,580,1
2016S1652665,M,291,2,1492,0
2016S1656053,F,537,1,150,1
2016S1656057,F,8,1,1850,2
2016S1656125,F,551,1,690,1
2016S1656161,F,83,4,40141,2
2016S1656277,F,9,5,5049,2
2016S1656301,F,576,1,5120,1
2016S1656385,F,430,1,2598,3
2016S1660053,M,82,2,4640,2
2016S1660065,F,79,1,998,2
2016S1660085,M,476,1,2994,3
2016S1660089,M,415,1,1518,3
2016S1660097,F,194,1,1290,0
2016S1660157,F,48,2,2070,2
2016S1660165,M,645,1,1040,1
2016S1660221,F,369,2,6720,3
2016S1660237,F,472,2,1227,3
2016S1660377,F,173,2,2570,0
2016S1660417,M,68,2,3120,2
2016S1660449,M,579,1,1560,1
2016S1664125,M,83,2,6059,2
2016S1664209,F,575,2,2268,1
2016S1664381,F,148,3,3028,2
2016S1664389,M,523,2,1118,1
2016S1664425,F,20,11,32009,2
2016S1664461,F,404,1,1380,3
2016S1664513,M,558,1,1280,1
2016S1664533,M,1,6,8968,2
2016S1664637,F,243,2,152,0
2016S1664701,M,421,1,559,3
2016S1664705,F,24,14,22492,2
2016S1664717,M,426,1,1380,3
2016S1664725,F,217,1,3870,0
2016S1664809,F,390,1,1160,3
2016S1664837,F,617,3,3579,1
2016S1668077,M,84,5,5217,2
2016S1668165,F,312,2,9777,0
2016S1668181,F,607,2,2085,1
2016S1668205,M,160,6,5529,0
2016S1668429,M,162,1,1998,0
2016S1668477,M,18,4,6025,2
2016S1668489,M,469,1,938,3
2016S1668593,F,87,1,651,2
2016S1668773,F,310,2,2340,0
2016S1672073,M,149,2,2240,2
2016S1672129,F,307,1,330,0
2016S1672145,M,331,1,2560,0
2016S1672229,F,46,3,7320,2
2016S1672265,F,472,1,699,3
2016S1672321,F,180,1,1399,0
2016S1676113,F,78,1,593,2
2016S1676117,F,650,1,1380,1
2016S1676213,F,12,10,10915,2
2016S1676221,M,491,2,4542,3
2016S1676281,M,529,2,3060,1
2016S1676313,F,419,1,493,3
2016S1676329,F,499,1,580,3
2016S1676417,M,20,9,19184,2
2016S1676437,M,457,1,2518,3
2016S1680065,M,315,2,7560,0
2016S1680097,F,152,1,35,2
2016S1680101,M,11,16,34451,2
2016S1680245,F,260,1,1239,0
2016S1680289,F,29,5,4039,2
2016S1684065,M,628,1,3040,1
2016S1684069,F,358,5,13547,3
2016S1684073,F,631,1,1976,1
2016S1684077,M,649,1,1079,1
2016S1684161,M,553,1,1249,1
2016S1684209,F,40,5,9856,2
2016S1684229,M,620,1,493,1
2016S1684233,M,432,1,689,3
2016S1684345,M,603,1,1976,1
2016S1684361,F,187,2,2946,0
2016S1688065,F,262,1,999,0
2016S1688125,M,142,2,3040,2
2016S1688145,M,121,1,680,2
2016S1688189,F,73,7,50726,2
2016S1688193,F,411,1,520,3
2016S1688281,M,318,4,6368,0
2016S1688301,F,454,1,998,3
2016S1688333,M,20,8,13647,2
2016S1688389,F,251,12,16568,0
2016S1688401,M,21,1,1290,2
2016S1688473,M,439,1,1399,3
2016S1688497,F,191,5,11440,0
2016S1692053,F,145,2,2599,2
2016S1692113,M,199,5,5503,0
2016S1692209,F,423,1,680,3
2016S1692329,F,124,3,3997,2
2016S1692441,M,140,3,9195,2
2016S1692453,M,341,1,229,3
2016S1692505,F,62,4,5546,2
2016S1692509,M,20,2,1179,2
2016S1692745,F,503,2,3877,3
2016S1696101,F,453,1,1148,3
2016S1696145,F,391,2,3578,3
2016S1696161,M,15,3,1803,2
2016S1696165,F,335,2,3058,3
2016S1696293,M,509,1,1180,1
2016S1696357,M,471,2,8280,3
2016S1696397,F,384,3,4300,3
2016S1696417,F,333,1,2340,3
2016S1696453,F,565,2,4344,1
2016S1696477,F,110,3,1927,2
2016S1696513,M,26,1,150,2
2016S1696525,F,51,3,3459,2
2016S1696581,M,429,2,1850,3
2016S1696589,M,607,1,1680,1
2016S1696709,F,456,2,5387,3
2016S1696737,F,201,3,10820,0
2016S1696781,F,418,1,680,3
2016S1696837,M,20,1,150,2
2016S1696841,M,19,4,20073,2
2016S1700061,M,544,3,5494,1
2016S1700081,M,271,1,689,0
2016S1700145,F,381,1,1170,3
2016S1700149,F,562,1,1099,1
2016S1700209,F,6,3,12850,2
2016S1700229,F,18,4,5150,2
2016S1700257,F,293,2,1149,0
2016S1700281,M,526,2,986,1
2016S1700349,M,603,1,1380,1
2016S1700353,F,69,3,3149,2
2016S1700413,M,8,1,1290,2
2016S1700425,M,211,1,690,0
2016S1704073,F,473,2,3558,3
2016S1704085,M,581,2,2198,1
2016S1704089,F,194,1,1635,0
2016S1704109,F,479,1,1299,3
2016S1704145,M,598,2,2754,1
2016S1704177,M,567,2,4918,1
2016S1704289,M,15,1,650,2
2016S1704297,F,10,1,1290,2
2016S1704389,F,337,1,1099,3
2016S1704397,F,218,1,7740,0
2016S1704441,F,558,1,1598,1
2016S1708085,F,495,1,780,3
2016S1708101,F,192,5,9662,0
2016S1708229,F,326,2,2760,0
2016S1708257,M,303,1,1560,0
2016S1708285,F,234,1,680,0
2016S1708345,F,71,1,3182,2
2016S1708373,F,267,3,557,0
2016S1708409,F,41,3,4440,2
2016S1712069,M,183,1,2995,0
2016S1712177,M,100,4,4991,2
2016S1712225,F,246,3,2122,0
2016S1712289,M,238,1,998,0
2016S1716053,F,151,4,2794,2
2016S1716057,F,442,1,300,3
2016S1716065,M,643,1,1040,1
2016S1716097,F,435,1,150,3
2016S1716105,F,640,1,998,1
2016S1716169,F,554,1,680,1
2016S1716225,F,172,4,6640,0
2016S1716241,M,626,1,1099,1
2016S1716297,F,201,2,3420,0
2016S1716305,F,66,5,1213,2
2016S1716309,M,637,1,1520,1
2016S1716333,M,161,2,5694,0
2016S1716377,F,270,2,1157,0
2016S1716401,M,212,1,999,0
2016S1720061,F,572,1,1280,1
2016S1720145,F,342,2,1337,3
2016S1720197,M,474,1,938,3
2016S1720221,F,32,1,1170,2
2016S1720249,F,517,1,229,1
2016S1720269,F,82,6,7779,2
2016S1720321,F,83,2,4320,2
2016S1720425,F,620,1,580,1
2016S1720541,M,189,1,1290,0
2016S1720605,F,180,1,6080,0
2016S1720625,F,363,2,1350,3
2016S1720629,M,569,1,1080,1
2016S1720693,M,187,2,2479,0
2016S1720705,M,244,3,3129,0
2016S2004089,F,96,1,1850,2
2016S2004097,M,13,2,10200,2
2016S2004201,F,566,2,3764,1
2016S2004213,F,91,4,8130,2
2016S2004225,F,531,1,1512,1
2016S2004281,M,208,3,1963,0
2016S2004353,M,71,5,44455,2
2016S2004413,M,592,1,4320,1
2016S2004441,F,503,1,1040,3
2016S2004633,M,159,3,7508,0
