標題,連結,日期,推文數,作者
[情報] 2024麥當勞40週年甜心卡 - 看板 Lifeismoney - 批踢踢實業坊,https://www.ptt.cc/bbs/Lifeismoney/M.1710136627.A.48E.html,Mon Mar 11 13:57:05 2024,,rcf150cc (雷火劍)
